,LEI,M_change,Y_change
1/1/2020,112.0,0.538599641,0.900900901
2/1/2020,111.9,-0.089285714,0.720072007
3/1/2020,103.4,-7.596067918,-7.264573991
4/1/2020,96.8,-6.382978723,-13.1838565
5/1/2020,99.8,3.099173554,-10.41292639
6/1/2020,102.8,3.006012024,-7.802690583
7/1/2020,104.9,2.042801556,-6.339285714
8/1/2020,106.5,1.525262154,-4.740608229
9/1/2020,107.5,0.938967136,-3.76007162
10/1/2020,108.2,0.651162791,-2.872531418
11/1/2020,109.2,0.924214418,-2.150537634
12/1/2020,109.6,0.366300366,-1.615798923
1/1/2021,110.1,0.45620438,-1.696428571
2/1/2021,110.1,0,-1.608579088
3/1/2021,111.6,1.36239782,7.930367505
4/1/2021,113.0,1.254480287,16.73553719
5/1/2021,114.5,1.327433628,14.72945892
6/1/2021,115.1,0.524017467,11.96498054
7/1/2021,116.0,0.781928758,10.5815062
8/1/2021,117.1,0.948275862,9.953051643
9/1/2021,117.5,0.341588386,9.302325581
10/1/2021,118.3,0.680851064,9.334565619
11/1/2021,119.9,1.35249366,9.798534799
12/1/2021,120.8,0.750625521,10.2189781
